churn,tenure,monthlycharges,totalcharges,churn_probability,risk_category
0,52,84.05,4326.8,0.1344527946591965,Low Risk
0,69,79.45,5502.55,0.010647343569062483,Low Risk
1,20,94.1,1782.4,0.6405653589710018,High Risk
0,11,78.0,851.8,0.5041199739230193,Medium Risk
1,2,94.2,167.5,0.8431880531304532,High Risk
1,6,80.5,502.85,0.5586268948992752,Medium Risk
0,1,19.85,19.85,0.2087475595591459,Low Risk
0,20,94.3,1818.3,0.11437158976977253,Low Risk
0,61,106.45,6300.15,0.4344714256599342,Medium Risk
1,5,74.35,334.8,0.784668400283816,High Risk
0,56,105.45,5916.95,0.378695845086305,Medium Risk
0,30,95.0,2852.4,0.20683106004404772,Low Risk
1,40,104.8,4131.95,0.3543918795941575,Medium Risk
0,28,54.3,1546.3,0.033724498928960574,Low Risk
0,5,70.05,302.6,0.6449452920407835,High Risk
1,27,75.2,1929.35,0.32404284165961245,Medium Risk
0,12,20.05,265.45,0.09742629491026075,Low Risk
0,67,105.4,6989.45,0.2789810788719791,Low Risk
0,29,51.6,1442.0,0.33096134714735115,Medium Risk
0,55,85.5,4713.4,0.29432512171307945,Low Risk
1,23,75.6,1758.6,0.3233135565075469,Medium Risk
1,34,100.05,3480.0,0.6010236948431401,High Risk
0,52,91.25,4738.3,0.11735913493581418,Low Risk
0,72,115.75,8399.15,0.05354784786527973,Low Risk
0,58,94.7,5430.35,0.12350097801461639,Low Risk
0,35,19.6,686.95,0.008741104372510501,Low Risk
0,56,99.9,5706.3,0.08570355143258276,Low Risk
0,24,21.1,490.65,0.015295477959468142,Low Risk
0,70,20.05,1360.25,0.0023502270306940756,Low Risk
0,2,79.95,174.45,0.7517690351322422,High Risk
0,68,107.15,7379.8,0.17774893251663584,Low Risk
1,1,85.0,85.0,0.9153848902314908,High Risk
0,12,89.55,1021.75,0.6824362965602142,High Risk
0,63,81.55,5029.05,0.24550660142994557,Low Risk
0,33,58.45,1955.4,0.04437548351111757,Low Risk
0,69,95.65,6744.2,0.14254047748938212,Low Risk
0,60,80.6,4946.7,0.024122704098031363,Low Risk
0,72,113.1,8248.5,0.057560896739699594,Low Risk
0,11,58.95,601.6,0.47342010260012624,Medium Risk
0,1,19.55,19.55,0.20969481379379917,Low Risk
1,10,86.05,834.1,0.6280453199524496,High Risk
1,13,45.55,597.0,0.2293278272054089,Low Risk
0,34,78.95,2647.2,0.23535950636568823,Low Risk
1,39,86.3,3266.0,0.24718391159362813,Low Risk
0,65,105.05,6744.25,0.20814053583661304,Low Risk
0,50,101.9,5265.5,0.18744146875573417,Low Risk
0,15,19.75,311.6,0.08243760664753808,Low Risk
0,72,110.3,7966.9,0.07213964434019134,Low Risk
0,72,115.6,8220.4,0.05762083977518789,Low Risk
0,55,19.35,1153.25,0.005282539794426499,Low Risk
0,23,25.6,514.75,0.025021255214216012,Low Risk
1,32,80.35,2596.15,0.3664559183534479,Medium Risk
0,56,68.75,3808.0,0.07841241417576095,Low Risk
0,1,19.9,19.9,0.23165656194766823,Low Risk
0,38,70.6,2708.2,0.02589141745047524,Low Risk
0,11,70.2,760.05,0.44870178362503604,Medium Risk
0,1,49.3,49.3,0.5353568054301197,Medium Risk
0,56,107.25,6033.3,0.28075536741123214,Low Risk
0,3,23.6,89.05,0.27873597698752,Low Risk
0,7,69.7,516.15,0.22017249156260862,Low Risk
0,59,99.5,5861.75,0.11991865846862604,Low Risk
0,7,64.3,445.95,0.24154121890570268,Low Risk
0,71,70.85,4973.4,0.00859140028010147,Low Risk
0,15,101.9,1667.25,0.1389948563089711,Low Risk
0,71,73.5,5357.75,0.007873541929098976,Low Risk
1,35,100.25,3527.6,0.6001722604110602,High Risk
0,11,40.4,422.6,0.1785447754000894,Low Risk
0,60,19.25,1103.25,0.005420993257060451,Low Risk
0,47,59.6,2754.0,0.01883548209512346,Low Risk
0,11,64.9,697.25,0.11791241002261572,Low Risk
1,56,100.3,5614.45,0.19929834837651597,Low Risk
0,28,110.85,3204.4,0.5526044695366561,Medium Risk
0,61,81.05,4747.65,0.017549303228309734,Low Risk
0,31,98.05,3082.1,0.14020166093175937,Low Risk
0,9,70.5,597.9,0.5835750849766783,Medium Risk
0,35,94.55,3365.4,0.455474942760205,Medium Risk
0,2,19.65,38.8,0.24495545232605953,Low Risk
1,12,19.0,233.55,0.0974001590452677,Low Risk
1,1,75.3,75.3,0.5894431651931985,Medium Risk
1,4,89.2,346.2,0.8115544707776026,High Risk
0,1,19.0,19.0,0.25356862169262795,Low Risk
0,3,20.0,61.7,0.22309804390633645,Low Risk
1,1,85.7,85.7,0.9110559249525676,High Risk
0,52,63.25,3342.45,0.017793040580356013,Low Risk
0,5,20.1,85.1,0.07785807011466511,Low Risk
0,72,99.15,7422.1,0.07531173718122398,Low Risk
0,71,90.4,6668.05,0.017002255789743313,Low Risk
0,72,111.9,8071.05,0.05716566761491265,Low Risk
0,46,24.9,1174.8,0.02732454017460294,Low Risk
0,63,83.5,5435.0,0.01886078108198744,Low Risk
0,30,84.3,2438.6,0.21390769766747358,Low Risk
0,1,45.6,45.6,0.41194900935030243,Medium Risk
1,12,61.65,713.75,0.21810171731306097,Low Risk
0,16,54.85,916.15,0.03200565133168772,Low Risk
0,4,65.55,237.2,0.41710776416433376,Medium Risk
0,51,90.35,4614.55,0.23440774165596234,Low Risk
0,65,20.4,1414.45,0.004721007356908194,Low Risk
0,16,74.55,1170.5,0.2860127984098342,Low Risk
0,2,19.95,47.7,0.09407483688698828,Low Risk
0,66,74.25,4859.25,0.12618545870953482,Low Risk
0,46,108.65,4903.2,0.1085423636102768,Low Risk
0,32,109.55,3608.0,0.2314451260921759,Low Risk
0,72,86.65,6094.25,0.014386979618646352,Low Risk
0,38,81.0,3084.9,0.015835884974231846,Low Risk
0,51,47.85,2356.75,0.025031649465028314,Low Risk
0,72,114.55,8306.05,0.039772383051295164,Low Risk
1,65,105.25,6786.4,0.30717709782156977,Medium Risk
1,9,29.95,248.95,0.4794658098921936,Medium Risk
1,9,65.0,663.05,0.07317125201680068,Low Risk
0,66,20.55,1357.1,0.0027909551233374808,Low Risk
0,44,109.8,4860.35,0.22389665199662237,Low Risk
0,50,69.5,3418.2,0.034130297444471595,Low Risk
0,15,48.85,631.4,0.25483338071548345,Low Risk
0,8,25.25,186.3,0.4471284321648355,Medium Risk
0,66,102.85,6976.75,0.21475821843351514,Low Risk
0,57,87.55,4884.85,0.17753858062130218,Low Risk
0,7,78.55,522.95,0.6216598960970481,High Risk
0,10,34.55,362.6,0.5406379472193751,Medium Risk
0,62,92.05,5755.8,0.13005112402426586,Low Risk
0,40,85.05,3355.65,0.2131226425497746,Low Risk
0,20,19.7,406.95,0.015147864654560006,Low Risk
1,7,20.0,137.6,0.15220801406918752,Low Risk
0,25,95.15,2395.7,0.4990487996592905,Medium Risk
0,23,84.25,1968.1,0.35975881730322884,Medium Risk
0,66,104.6,6819.45,0.19838883703709603,Low Risk
0,72,111.65,7943.45,0.08972988934885306,Low Risk
1,49,90.05,4547.25,0.3259178292450324,Medium Risk
1,43,110.75,4687.9,0.3976662470627266,Medium Risk
0,46,55.0,2473.95,0.0801640119707431,Low Risk
0,72,89.85,6562.9,0.011339594399355663,Low Risk
0,10,20.35,176.3,0.06712064719252607,Low Risk
0,40,54.55,2236.2,0.1077942561927254,Low Risk
1,65,105.5,6985.65,0.43135761847488213,Medium Risk
0,31,99.45,3109.9,0.08593235075632621,Low Risk
0,68,70.9,4911.35,0.006437262143532414,Low Risk
1,56,104.55,5794.65,0.25718019480695387,Low Risk
1,10,85.25,855.3,0.7167863408996074,High Risk
0,68,25.4,1620.2,0.004720527623679481,Low Risk
1,43,56.15,2499.3,0.10896803193475459,Low Risk
1,1,89.55,89.55,0.9059476502236076,High Risk
0,49,89.85,4287.2,0.24147082663044028,Low Risk
0,15,25.25,394.85,0.1936346300180959,Low Risk
1,20,94.55,1899.65,0.6839335608148539,High Risk
1,1,45.7,45.7,0.5016795443866672,Medium Risk
0,50,69.65,3442.15,0.10297681071198964,Low Risk
1,2,89.5,161.5,0.851299977957352,High Risk
0,24,70.0,1732.6,0.23080290634878284,Low Risk
1,3,69.55,222.3,0.6076545155023958,High Risk
1,1,74.6,74.6,0.7555570648798502,High Risk
0,35,20.1,655.3,0.008927083474385936,Low Risk
0,17,24.8,475.25,0.10074360664142858,Low Risk
1,8,19.65,164.3,0.19816064981163975,Low Risk
0,10,95.1,865.1,0.555083372749959,Medium Risk
0,68,88.85,6132.7,0.01829866111984416,Low Risk
0,45,78.8,3597.5,0.052560343878878,Low Risk
1,2,19.85,35.9,0.09460000066220474,Low Risk
0,37,20.35,697.65,0.049249154861463355,Low Risk
1,4,24.25,96.05,0.5160261149672957,Medium Risk
0,10,45.25,428.7,0.22213316933515748,Low Risk
0,1,20.05,20.05,0.20665830480823058,Low Risk
0,65,69.55,4459.15,0.01962451099122435,Low Risk
0,57,19.5,1167.6,0.004924936409796814,Low Risk
0,3,74.75,238.1,0.5740535606801472,Medium Risk
1,2,69.65,145.15,0.6472103296213546,High Risk
0,49,30.2,1453.1,0.18265246938680124,Low Risk
1,4,45.65,191.05,0.27016763047923115,Low Risk
0,70,57.8,4039.3,0.02308440126391777,Low Risk
0,53,19.85,1039.45,0.020474144456086887,Low Risk
0,53,25.55,1336.1,0.0073712543525852985,Low Risk
1,1,75.05,75.05,0.8174813721310654,High Risk
0,22,24.85,493.4,0.1252841771011009,Low Risk
1,52,49.15,2550.9,0.3546837089600651,Medium Risk
0,65,110.35,7246.15,0.10916842570386319,Low Risk
0,48,24.55,1203.95,0.02262677441487574,Low Risk
1,2,34.7,62.25,0.7598815908109089,High Risk
0,3,107.95,313.6,0.7190485799427989,High Risk
0,45,81.4,3775.85,0.2080085011968869,Low Risk
1,1,80.0,80.0,0.8110644853387966,High Risk
0,61,73.8,4616.05,0.02632655913144162,Low Risk
0,3,64.4,195.65,0.27415159925939375,Low Risk
0,40,103.75,4188.4,0.27666609061132635,Low Risk
0,1,71.1,71.1,0.6663820132695933,High Risk
0,1,49.9,49.9,0.5347170001205851,Medium Risk
0,51,24.6,1266.4,0.03703592255871211,Low Risk
1,2,49.25,91.1,0.49575950052139406,Medium Risk
0,52,30.1,1623.4,0.04975192299038736,Low Risk
0,51,83.4,4149.45,0.3676485786149555,Medium Risk
0,1,20.45,20.45,0.27125186249877464,Low Risk
0,31,75.25,2344.5,0.07973105603592838,Low Risk
0,47,20.55,1013.05,0.011059475137007044,Low Risk
1,3,75.1,270.7,0.5895785582289229,Medium Risk
0,22,20.05,417.0,0.05530697573028638,Low Risk
0,1,20.65,20.65,0.2773103117525009,Low Risk
0,72,85.15,6316.2,0.03033093538813679,Low Risk
1,3,50.15,168.15,0.41658533889128757,Medium Risk
0,47,84.95,4018.05,0.14507947858202175,Low Risk
0,72,66.5,4811.6,0.00748972508576061,Low Risk
0,66,63.3,4189.7,0.02864375595937019,Low Risk
0,35,83.15,2848.45,0.43062674044848825,Medium Risk
0,29,84.9,2516.2,0.5768072118551487,Medium Risk
0,2,20.55,33.6,0.25739445491353435,Low Risk
0,4,49.25,208.45,0.24807833012465877,Low Risk
1,25,79.85,2015.35,0.2546815568939552,Low Risk
0,65,59.6,3739.8,0.007010618836133744,Low Risk
0,27,104.65,2964.0,0.3251043961024813,Medium Risk
0,29,75.3,2263.4,0.28677901940163825,Low Risk
0,29,80.1,2211.8,0.23126100148527365,Low Risk
1,1,19.55,19.55,0.20822715842108308,Low Risk
0,20,81.0,1683.7,0.23679822997833969,Low Risk
0,58,24.7,1519.0,0.009627084186815675,Low Risk
0,14,86.0,1164.05,0.27270820039771804,Low Risk
0,72,25.4,1710.9,0.004051765971384727,Low Risk
0,46,89.15,4245.55,0.23718135152129685,Low Risk
0,71,58.25,4145.9,0.022068523778838327,Low Risk
0,32,85.65,2664.3,0.5134724728778898,Medium Risk
0,26,50.35,1277.5,0.41515232310198324,Medium Risk
0,68,80.35,5589.3,0.22770375572369767,Low Risk
0,2,20.2,34.75,0.09566509589733477,Low Risk
0,61,20.55,1305.95,0.0033774316620413807,Low Risk
1,4,85.95,381.3,0.7321701625056767,High Risk
1,3,45.35,141.5,0.47167165910025294,Medium Risk
1,33,94.5,3105.55,0.6585235937881682,High Risk
0,9,21.25,204.55,0.17882747439899943,Low Risk
0,22,26.25,605.9,0.018750298164781253,Low Risk
0,5,80.85,356.1,0.699586528500037,High Risk
1,30,91.7,2758.15,0.21691653680073408,Low Risk
0,65,74.2,4805.65,0.023681730515959933,Low Risk
1,45,87.25,3941.7,0.2909086087375686,Low Risk
0,5,20.35,92.75,0.15268696040077126,Low Risk
0,25,75.5,1901.05,0.36011322027444,Medium Risk
0,72,79.05,5730.7,0.023790974817501864,Low Risk
0,27,90.15,2423.4,0.4587426836661765,Medium Risk
0,32,50.6,1653.45,0.24257002741664643,Low Risk
0,30,110.45,3327.05,0.20115920392439468,Low Risk
0,70,101.0,7085.5,0.019196853274131554,Low Risk
0,42,79.35,3344.1,0.33928206950211665,Medium Risk
0,72,89.85,6697.35,0.02528304006238023,Low Risk
0,47,65.0,2879.9,0.01705112661833941,Low Risk
0,2,80.45,137.1,0.7172055352290573,High Risk
1,10,98.55,1008.55,0.5784232904524069,Medium Risk
0,61,24.1,1551.6,0.007881968387982195,Low Risk
0,5,44.05,202.15,0.36470515273067794,Medium Risk
0,72,110.8,7882.25,0.08776643333092908,Low Risk
0,72,114.95,8196.4,0.0657677724871906,Low Risk
0,3,75.05,202.9,0.5924232527127169,Medium Risk
0,48,19.25,855.1,0.005947772361656616,Low Risk
0,63,90.05,5817.0,0.08986980481724433,Low Risk
0,27,56.7,1652.95,0.09615175739834994,Low Risk
0,70,80.15,5600.15,0.01490842208573144,Low Risk
0,7,71.35,515.75,0.19059539060167324,Low Risk
0,0,20.25,0.0,0.00884440949160422,Low Risk
0,2,90.35,190.5,0.5848849092097744,Medium Risk
1,20,98.55,1842.8,0.7224918603483271,High Risk
0,66,19.7,1253.8,0.003822842701912015,Low Risk
0,3,19.85,57.2,0.17165297934718907,Low Risk
1,15,85.9,1269.55,0.42279539566217317,Medium Risk
0,72,90.35,6563.4,0.02376487370136561,Low Risk
0,1,20.8,20.8,0.20432144555102488,Low Risk
1,22,89.25,1907.85,0.4760415225516189,Medium Risk
1,3,70.3,208.85,0.6943714519244243,High Risk
0,72,66.85,4758.8,0.0063200047603505765,Low Risk
0,65,19.9,1292.6,0.0030296804492761804,Low Risk
0,11,35.8,363.15,0.4698779328156457,Medium Risk
0,22,78.85,1600.25,0.4085116793894074,Medium Risk
0,14,20.4,275.7,0.05358357342448263,Low Risk
0,41,74.25,3089.1,0.24269087574200138,Low Risk
0,17,64.8,1175.6,0.06395940706103201,Low Risk
0,11,20.45,237.3,0.1421018905221544,Low Risk
1,15,93.35,1444.65,0.6764749339921846,High Risk
1,1,19.9,19.9,0.20858999049007867,Low Risk
1,5,88.9,454.15,0.5310642467606524,Medium Risk
1,33,95.8,3036.75,0.379979851142928,Medium Risk
0,72,110.65,8065.65,0.06992728570713869,Low Risk
0,3,40.3,92.5,0.538139231611377,Medium Risk
1,2,82.0,184.65,0.7361561685448936,High Risk
0,59,107.0,6152.3,0.12230453783720192,Low Risk
1,2,45.35,89.5,0.43800694487180486,Medium Risk
0,71,73.35,5154.5,0.01527491030131331,Low Risk
0,5,44.8,220.45,0.24776215324517903,Low Risk
0,27,54.75,1510.3,0.09329982591819957,Low Risk
1,1,52.2,52.2,0.5237812968148874,Medium Risk
0,63,40.6,2588.95,0.024379654870681614,Low Risk
1,46,110.0,4874.8,0.3185474326954012,Medium Risk
0,72,55.3,3983.6,0.007891062169129702,Low Risk
0,34,60.85,2003.6,0.12302657005581114,Low Risk
0,24,78.4,1832.4,0.13026625520637103,Low Risk
0,72,69.65,4908.25,0.006976087262847372,Low Risk
0,60,59.85,3590.2,0.017342120049394984,Low Risk
0,68,76.9,5023.0,0.047565636852161995,Low Risk
0,8,19.85,146.6,0.03971427397090645,Low Risk
0,34,67.65,2339.3,0.012417075255025308,Low Risk
0,6,45.0,298.7,0.4845145639053793,Medium Risk
0,2,64.2,143.65,0.40503727459308286,Medium Risk
0,31,81.7,2548.65,0.12328955634525239,Low Risk
0,20,25.55,507.4,0.13224853208098358,Low Risk
0,1,20.0,20.0,0.2545913424463503,Low Risk
1,62,96.75,6125.4,0.351813683259806,Medium Risk
0,70,75.65,5411.4,0.053303755536541535,Low Risk
1,10,98.5,1058.25,0.6480120848804356,High Risk
0,39,23.8,903.8,0.01600364386057838,Low Risk
0,46,64.2,3009.5,0.017712867340368556,Low Risk
1,6,85.35,489.45,0.643530929060075,High Risk
0,72,76.8,5468.45,0.037468062698632454,Low Risk
0,18,55.2,1058.1,0.09120654641501057,Low Risk
0,71,108.55,7616.0,0.06289143348912767,Low Risk
1,40,101.3,4113.1,0.5315277977145759,Medium Risk
1,1,69.55,69.55,0.8124686529259912,High Risk
1,58,103.25,6017.65,0.29784216731183843,Low Risk
1,70,104.0,7250.15,0.05857441147969857,Low Risk
0,42,25.25,1108.2,0.01567797882878036,Low Risk
0,34,30.4,938.65,0.06623356908316781,Low Risk
0,5,20.05,94.15,0.19109547625907433,Low Risk
0,25,84.6,2088.05,0.48838614780902506,Medium Risk
1,2,86.2,178.7,0.7293359412773976,High Risk
0,55,103.7,5656.75,0.1687299703537848,Low Risk
1,21,111.2,2317.1,0.5276886172117478,Medium Risk
0,70,88.0,5986.45,0.026586333040017524,Low Risk
0,61,106.35,6751.35,0.4260542248105152,Medium Risk
0,43,79.15,3566.6,0.018911030908745952,Low Risk
0,47,103.1,4889.3,0.3474371727103866,Medium Risk
0,5,63.95,318.1,0.3114683013039873,Medium Risk
0,62,25.8,1563.95,0.008247705420963109,Low Risk
1,16,89.45,1430.25,0.3348488784715935,Medium Risk
1,7,95.6,644.35,0.7842561260904176,High Risk
0,14,25.55,372.45,0.10503731669352882,Low Risk
1,60,90.95,5453.4,0.11073782110536526,Low Risk
0,34,44.85,1442.6,0.25964710348926073,Low Risk
1,50,108.55,5610.7,0.18099723252898453,Low Risk
0,38,25.05,963.95,0.010624472518265532,Low Risk
0,70,74.1,5222.3,0.014048008606995814,Low Risk
0,37,88.8,3340.55,0.42518971098274766,Medium Risk
1,4,78.85,292.8,0.7650892177347136,High Risk
0,60,93.25,5774.55,0.33395931476526886,Medium Risk
0,62,71.4,4487.3,0.01815059654406276,Low Risk
1,1,44.4,44.4,0.4175078283262812,Medium Risk
0,36,79.2,2854.95,0.12206635779302553,Low Risk
0,44,20.4,905.55,0.0062567849486585125,Low Risk
1,55,100.0,5509.3,0.42003333020086603,Medium Risk
0,72,105.0,7589.8,0.07629668811462476,Low Risk
1,12,19.8,229.6,0.05968946047702711,Low Risk
0,13,30.85,394.1,0.2968560426345016,Low Risk
1,1,89.9,89.9,0.9053769558162733,High Risk
0,15,20.55,295.95,0.04017790208361206,Low Risk
0,65,84.85,5459.2,0.01802045072586411,Low Risk
0,12,33.15,444.75,0.08169529441825302,Low Risk
0,72,92.0,6782.15,0.017975033563543543,Low Risk
0,72,89.8,6510.45,0.011566575863905996,Low Risk
0,72,115.8,8476.5,0.054734233072898875,Low Risk
0,52,85.15,4461.85,0.02688113244488998,Low Risk
0,2,24.85,62.0,0.2235356658561874,Low Risk
0,5,64.35,352.65,0.28156125917016733,Low Risk
0,68,20.5,1424.9,0.0028695109159821634,Low Risk
1,62,100.15,6413.65,0.30053104879766546,Medium Risk
0,72,86.05,6309.65,0.011912671161715623,Low Risk
1,1,50.8,50.8,0.4878007041974754,Medium Risk
0,66,89.0,5898.6,0.06899659984455996,Low Risk
0,72,64.8,4719.75,0.015232126969202446,Low Risk
0,26,19.8,457.3,0.03550480312846779,Low Risk
0,64,93.4,5822.3,0.05241281320247366,Low Risk
1,20,73.65,1463.5,0.4348856787147324,Medium Risk
1,3,95.1,307.4,0.7543853393705439,High Risk
1,22,94.65,2104.55,0.5233126326981914,Medium Risk
1,4,80.6,319.15,0.4850873853200517,Medium Risk
0,62,39.0,2337.45,0.02765961428174867,Low Risk
0,5,20.5,104.3,0.1970963286536942,Low Risk
1,59,85.55,5084.65,0.2211469515503353,Low Risk
0,3,26.4,121.25,0.049175689884311084,Low Risk
0,72,98.2,7015.9,0.045072347153360254,Low Risk
0,57,97.55,5598.0,0.176758782206175,Low Risk
0,66,19.95,1269.1,0.0027461251909173807,Low Risk
1,60,50.8,3027.4,0.2577557841711691,Low Risk
0,45,99.7,4634.35,0.09746532791539635,Low Risk
0,3,34.8,113.95,0.5579919472490205,Medium Risk
1,15,105.1,1582.75,0.32748177091900926,Medium Risk
0,51,60.15,3077.0,0.06244799652713869,Low Risk
0,60,64.75,4039.5,0.03160009638962667,Low Risk
0,33,54.65,1665.2,0.21651598027087166,Low Risk
1,10,110.1,1043.3,0.5025478274159214,Medium Risk
0,26,19.3,504.2,0.03895846313991284,Low Risk
1,6,83.9,497.55,0.6238684389915303,High Risk
0,67,111.25,7511.65,0.20101890828689206,Low Risk
0,49,35.8,1782.0,0.03948547918580522,Low Risk
0,1,20.05,20.05,0.27276351623095885,Low Risk
0,7,84.35,609.65,0.6525105614538904,High Risk
0,27,110.5,2857.6,0.36480472488674437,Medium Risk
0,37,91.2,3247.55,0.17167357345947842,Low Risk
1,63,100.55,6215.35,0.2686548745125694,Low Risk
0,31,89.3,2823.0,0.20762414280177208,Low Risk
1,50,103.85,5017.9,0.48545151950574983,Medium Risk
0,32,81.1,2619.25,0.38312185383835295,Medium Risk
1,1,24.6,24.6,0.6125709195922605,High Risk
0,63,81.2,4965.1,0.1039385135959289,Low Risk
0,30,94.3,2679.7,0.3857010633634901,Medium Risk
0,71,116.1,8310.55,0.06442386964503932,Low Risk
0,53,105.55,5682.25,0.14188563375041244,Low Risk
1,12,98.9,1120.95,0.46304224503404573,Medium Risk
0,50,94.4,4914.9,0.28807115955117624,Low Risk
0,2,19.5,27.55,0.20531194762451574,Low Risk
1,9,98.3,923.5,0.5718870494876123,Medium Risk
1,17,93.85,1625.65,0.3898573232187149,Medium Risk
0,56,105.6,6068.65,0.1401825188097012,Low Risk
0,67,81.35,5398.6,0.011197539356882728,Low Risk
1,9,100.5,918.6,0.7736396039283134,High Risk
0,4,56.4,234.85,0.4836511250975897,Medium Risk
0,19,65.35,1231.85,0.10903587113230824,Low Risk
0,8,19.95,170.9,0.10831927971944388,Low Risk
0,71,111.25,7984.15,0.10840549802599714,Low Risk
1,10,72.85,688.65,0.5915417428664613,Medium Risk
0,15,89.0,1288.3,0.43499978622477486,Medium Risk
0,72,106.1,7848.5,0.16025257568837784,Low Risk
0,12,20.05,267.0,0.052007767362945004,Low Risk
0,72,25.2,1798.9,0.005612977265792783,Low Risk
1,1,73.55,73.55,0.8886481585345646,High Risk
0,23,75.4,1643.55,0.2968838735561514,Low Risk
0,72,65.55,4807.45,0.02009821742612608,Low Risk
0,26,80.7,2193.0,0.4844126875786082,Medium Risk
0,21,104.55,2239.4,0.2024823278035517,Low Risk
0,60,24.15,1505.9,0.018168754191404436,Low Risk
0,12,20.45,255.35,0.10314011968798739,Low Risk
0,16,75.4,1189.4,0.5517353445973766,Medium Risk
0,63,79.7,4786.15,0.07629807224181483,Low Risk
0,22,81.7,1820.9,0.22396846199243392,Low Risk
0,32,76.3,2404.15,0.07382457814707634,Low Risk
1,3,79.4,205.05,0.8172485841650239,High Risk
1,13,81.15,952.3,0.49274985750073386,Medium Risk
0,68,103.75,7039.45,0.07029761656421966,Low Risk
0,30,86.45,2538.05,0.23086456887211057,Low Risk
0,16,75.1,1212.85,0.2748457184725963,Low Risk
0,33,80.6,2651.1,0.03985010343967616,Low Risk
0,72,19.3,1304.8,0.0025601738547640055,Low Risk
1,4,84.6,360.1,0.8056158300188017,High Risk
0,12,33.6,435.45,0.13403586052467814,Low Risk
0,4,83.25,308.05,0.8339406371355431,High Risk
0,0,80.85,0.0,0.0963774454625364,Low Risk
